Fs_[Hz]   	1000,00000000
Tempo[s]  	Eixo_x 	Eixo_y 	Eixo_z 	Sinal_4
0,04700000	0,00528089	-0,00607169	0,00535336	0,00000000
0,04800000	-0,00048008	-0,01666486	0,00161846	0,00000000
0,04900000	0,00144024	-0,00374636	0,00746981	0,00000000
0,05000000	-0,00276047	-0,00775110	-0,00448188	0,00000000
0,05100000	-0,00804136	-0,00258370	-0,00024899	0,00000000
0,05200000	0,00960162	-0,00645925	0,00149396	0,00000000
0,05300000	0,00048008	-0,00426310	-0,00672283	0,00000000
0,05400000	-0,00276047	-0,00542577	-0,00410839	0,00000000
0,05500000	-0,00060010	-0,00891376	0,00423289	0,00000000
0,05600000	-0,00180030	-0,00788028	0,00746981	0,00000000
0,05700000	0,00192032	-0,00477984	0,00186745	0,00000000
0,05800000	0,00444075	-0,00994724	0,00248994	0,00000000
0,05900000	-0,00156026	-0,00891376	0,00186745	0,00000000
0,06000000	-0,00072012	-0,01278931	-0,00373490	0,00000000
0,06100000	-0,00312053	-0,00155022	-0,00684732	0,00000000
0,06200000	-0,00276047	-0,00620088	-0,00535336	0,00000000
0,06300000	0,00636107	-0,01149746	0,00024899	0,00000000
0,06400000	0,00696117	-0,00400473	0,00460638	0,00000000
0,06500000	0,00288049	-0,00413392	-0,00248994	0,00000000
0,06600000	0,00552093	-0,00413392	-0,00236544	0,00000000
0,06700000	0,00348059	-0,00917213	0,00597585	0,00000000
0,06800000	0,00972164	-0,00284207	0,00286343	0,00000000
0,06900000	-0,00132022	-0,00710517	0,00859028	0,00000000
0,07000000	0,00420071	-0,00503821	0,00510437	0,00000000
0,07100000	-0,00024004	-0,01524383	0,00709632	0,00000000
0,07200000	0,00348059	-0,00968887	-0,01083122	0,00000000
0,07300000	0,00312053	-0,01240176	0,00385940	0,00000000
0,07400000	0,00516087	-0,01162665	-0,00099597	0,00000000
0,07500000	0,00432073	-0,00555495	0,00323692	0,00000000
0,07600000	0,00264045	-0,00607169	0,00348591	0,00000000
0,07700000	0,00576097	-0,00645925	-0,00112047	0,00000000
0,07800000	0,00504085	-0,00671762	0,00074698	0,00000000
0,07900000	-0,00360061	0,00142103	0,00012450	0,00000000
0,08000000	0,00240040	-0,00749273	0,00672283	0,00000000
0,08100000	0,00276047	-0,00103348	-0,00286343	0,00000000
0,08200000	-0,00024004	-0,00710517	0,00074698	0,00000000
0,08300000	0,00420071	-0,01421035	-0,00248994	0,00000000
0,08400000	0,00168028	-0,01136828	0,00049799	0,00000000
0,08500000	-0,00072012	-0,00904295	-0,00460638	0,00000000
0,08600000	0,00264045	-0,00594251	0,00809229	0,00000000
0,08700000	0,00108018	-0,00891376	-0,00423289	0,00000000
0,08800000	-0,00132022	-0,00413392	-0,00460638	0,00000000
0,08900000	-0,00048008	-0,00322962	0,00211645	0,00000000
0,09000000	-0,00144024	-0,00490903	-0,00336141	0,00000000
0,09100000	-0,00108018	-0,01201420	0,00323692	0,00000000
0,09200000	0,00000000	-0,00607169	0,00323692	0,00000000
0,09300000	0,00276047	-0,01136828	-0,00722081	0,00000000
0,09400000	-0,00216036	-0,00852621	0,00435739	0,00000000
0,09500000	0,01272215	-0,01472709	0,00348591	0,00000000
0,09600000	0,00252042	-0,00245451	-0,00460638	0,00000000
0,09700000	-0,00132022	-0,01330605	-0,00174296	0,00000000
0,09800000	0,00264045	-0,01201420	-0,00846578	0,00000000
0,09900000	0,00372063	-0,01175583	-0,00224094	0,00000000
0,10000000	-0,00324055	-0,00064592	0,00273893	0,00000000
0,10100000	-0,00540091	-0,00633006	-0,00423289	0,00000000
0,10200000	-0,00108018	-0,01317687	0,00248994	0,00000000
0,10300000	0,00696117	-0,00878458	0,00112047	0,00000000
0,10400000	0,00408069	-0,00529658	0,00000000	0,00000000
0,10500000	0,00396067	-0,01343524	-0,00572685	0,00000000
0,10600000	0,00732123	-0,00271288	0,00062248	0,00000000
0,10700000	-0,00096016	-0,00387555	0,00311242	0,00000000
0,10800000	-0,00552093	-0,00800947	-0,00435739	0,00000000
0,10900000	0,00684115	-0,00749273	-0,00385940	0,00000000
0,11000000	0,00024004	-0,00904295	-0,00199195	0,00000000
0,11100000	-0,00588099	-0,00684680	-0,00361041	0,00000000
0,11200000	0,00084014	0,00361718	-0,00684732	0,00000000
0,11300000	0,00384065	-0,00633006	0,00510437	0,00000000
0,11400000	0,00564095	-0,00607169	-0,00112047	0,00000000
0,11500000	0,00660111	-0,00516740	-0,00161846	0,00000000
0,11600000	-0,00156026	-0,00542577	0,00398390	0,00000000
0,11700000	0,00588099	-0,00129185	0,00236544	0,00000000
0,11800000	0,00048008	-0,00775110	0,00186745	0,00000000
0,11900000	0,00204034	-0,01395198	-0,00423289	0,00000000
0,12000000	0,00228038	-0,01304768	0,00124497	0,00000000
0,12100000	0,01020172	-0,00878458	-0,00410839	0,00000000
0,12200000	0,00948160	-0,00930132	0,00435739	0,00000000
0,12300000	-0,00396067	-0,01227257	0,00560236	0,00000000
0,12400000	-0,00660111	-0,02015285	-0,00199195	0,00000000
0,12500000	0,00348059	-0,01188502	-0,00373490	0,00000000
0,12600000	-0,00084014	-0,00749273	0,00161846	0,00000000
